word	length	is_adjective	is_noun	is_other	wn_adj	wn_noun	ref_adj	ref_noun	source_set	is_corroborated	biology_obscure	drop_reason	metaphone_code	quality_tier	playfulness_score	concreteness_score	pool	g_rank	primary_score	outcome	dedup_collision_with
equal	5	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		EKL	1	1	1	noun	2308	1	selected_noun	
posters	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		PSTRS	3	0	1	noun	2315	1	selected_noun	
senate	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		SNT	1	0	1	noun	2344	1	selected_noun	
brother	7	1	1	0	0	1	1	0	bip39,english_alpha,google_10000,simple_adjectives	1	0		BR0R	1	1	1	noun	2347	1	selected_noun	
pattern	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		PTRN	1	0	1	noun	2356	1	selected_noun	
theatre	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		0TR	3	0	1	noun	2361	1	selected_noun	
sponsor	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		SPNSR	1	0	1	noun	2365	1	selected_noun	
icon	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		IKN	1	0	1	noun	2367	1	selected_noun	
ends	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		ENTS	3	0	1	noun	2375	1	selected_noun	
flag	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		FLK	1	0	1	noun	2412	1	selected_noun	
designs	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		TSKNS	3	0	1	noun	2420	1	selected_noun	
binding	7	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		BNTNK	1	1	1	noun	2434	1	selected_noun	
eight	5	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		ET	1	1	1	noun	2438	1	selected_noun	
void	4	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives	1	0		FT	1	1	1	noun	2447	1	selected_noun	
revenue	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		RFN	1	0	1	noun	2481	1	selected_noun	
measure	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		MSR	1	0	1	noun	2482	1	selected_noun	
ocean	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		OSN	1	0	1	noun	2493	1	selected_noun	
flights	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		FLTS	3	0	1	noun	2494	1	selected_noun	
depth	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		TP0	1	0	1	noun	2498	1	selected_noun	
vintage	7	1	1	0	0	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives	1	0		FNTJ	1	1	1	noun	2503	1	selected_noun	
train	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		TRN	1	0	1	noun	2504	1	selected_noun	
origin	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		ORJN	3	0	1	noun	2517	1	selected_noun	
nations	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		NXNS	3	0	1	noun	2530	1	selected_noun	
blow	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		BL	3	0	1	noun	2539	1	selected_noun	
clip	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		KLP	1	0	1	noun	2548	1	selected_noun	
judge	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		JJ	1	0	1	noun	2566	1	selected_noun	
zero	4	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives	1	0		SR	1	1	1	noun	2578	1	selected_noun	
offices	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		OFSS	3	0	1	noun	2587	1	selected_noun	
roll	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		RL	3	0	1	noun	2594	1	selected_noun	
bath	4	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		B0	1	0	1	noun	2600	1	selected_noun	
springs	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SPRNKS	3	0	1	noun	2609	1	selected_noun	
font	4	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		FNT	1	0	1	noun	2617	1	selected_noun	
drivers	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		TRFRS	3	0	1	noun	2623	1	selected_noun	
figures	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		FKRS	3	0	1	noun	2625	1	selected_noun	
married	7	1	1	0	1	1	1	0	eff,english_alpha,google_10000,simple_adjectives	1	0		MRT	1	1	1	noun	2626	1	selected_noun	
portal	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		PRTL	1	0	1	noun	2631	1	selected_noun	
bags	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		BKS	3	0	1	noun	2653	1	selected_noun	
wear	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		WR	1	0	1	noun	2663	1	selected_noun	
finish	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		FNX	1	0	1	noun	2673	1	selected_noun	
physics	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		FSKS	3	0	1	noun	2680	1	selected_noun	
extreme	7	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		EKSTRM	1	1	1	noun	2684	1	selected_noun	
samples	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SMPLS	3	0	1	noun	2685	1	selected_noun	
lady	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		LT	1	0	1	noun	2714	1	selected_noun	
drink	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		TRNK	1	0	1	noun	2723	1	selected_noun	
seat	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		ST	1	0	1	noun	2739	1	selected_noun	
regions	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		RJNS	3	0	1	noun	2756	1	selected_noun	
junior	6	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives	1	0		JNR	1	1	1	noun	2757	1	selected_noun	
math	4	0	1	0	0	1	0	1	bip39,eff,english_alpha,google_10000,haikunatorjs_nouns	1	0		M0	0	0	1	noun	2778	1	selected_noun	
import	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		IMPRT	3	0	1	noun	2779	1	selected_noun	
utility	7	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives	1	0		UTLT	1	1	1	noun	2803	1	selected_noun	
turkey	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		TRK	1	0	1	noun	2815	1	selected_noun	
comfort	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		KMFRT	1	0	1	noun	2834	1	selected_noun	
bonus	5	0	1	0	0	1	0	1	bip39,eff,english_alpha,google_10000,haikunatorjs_nouns,wordle_answers	1	0		BNS	0	0	1	noun	2843	1	selected_noun	
dealer	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		TLR	1	0	1	noun	2869	1	selected_noun	
circuit	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SRKT	3	0	1	noun	2897	1	selected_noun	
layer	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		LYR	1	0	1	noun	2898	1	selected_noun	
nine	4	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		NN	1	1	1	noun	2909	1	selected_noun	
relief	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		RLF	1	0	1	noun	2939	1	selected_noun	
recipe	6	0	1	0	0	1	0	1	bip39,english_alpha,google_10000,haikunatorjs_nouns	1	0		RSP	0	0	1	noun	2952	1	selected_noun	
permit	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		PRMT	1	0	1	noun	2954	1	selected_noun	
proof	5	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		PRF	1	1	1	noun	2956	1	selected_noun	
hole	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		HL	1	0	1	noun	2965	1	selected_noun	
pets	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		PTS	3	0	1	noun	2966	1	selected_noun	
ride	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		RT	1	0	1	noun	2967	1	selected_noun	
runs	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		RNS	3	0	1	noun	2991	1	selected_noun	
boxes	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0		BKSS	2	0	1	noun	2998	1	selected_noun	
peak	4	1	1	0	0	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		PK	1	1	1	noun	3038	1	selected_noun	
wheel	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		WL	1	0	1	noun	3042	1	selected_noun	
transit	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		TRNST	3	0	1	noun	3043	1	selected_noun	
array	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		AR	1	0	1	noun	3063	1	selected_noun	
sister	6	1	1	0	0	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives	1	0		SSTR	1	1	1	noun	3077	1	selected_noun	
modules	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		MTLS	3	0	1	noun	3103	1	selected_noun	
backup	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		BKP	1	0	1	noun	3115	1	selected_noun	
spread	6	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives	1	0		SPRT	1	1	1	noun	3124	1	selected_noun	
plug	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		PLK	1	0	1	noun	3136	1	selected_noun	
dealers	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		TLRS	3	0	1	noun	3147	1	selected_noun	
circle	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		SRKL	1	0	1	noun	3200	1	selected_noun	
soil	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SL	3	0	1	noun	3201	1	selected_noun	
exit	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		EKST	1	0	1	noun	3226	1	selected_noun	
keys	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		KS	3	0	1	noun	3230	1	selected_noun	
mesh	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		MX	1	0	1	noun	3240	1	selected_noun	
setup	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		STP	1	0	1	noun	3250	1	selected_noun	
portion	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		PRXN	1	0	1	noun	3268	1	selected_noun	
husband	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		HSBNT	1	0	1	noun	3300	1	selected_noun	
mouth	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		M0	1	0	1	noun	3326	1	selected_noun	
fruit	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		FRT	1	0	1	noun	3341	1	selected_noun	
draw	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		TR	1	0	1	noun	3349	1	selected_noun	
crew	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		KR	1	0	1	noun	3383	1	selected_noun	
legs	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		LKS	3	0	1	noun	3384	1	selected_noun	
genre	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		JNR	1	0	1	noun	3392	1	selected_noun	
slide	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		SLT	1	0	1	noun	3393	1	selected_noun	
bound	5	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		BNT	1	1	1	noun	3402	1	selected_noun	
lock	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		LK	1	0	1	noun	3410	1	selected_noun	
mens	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		MNS	3	0	1	noun	3420	1	selected_noun	
threads	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		0RTS	3	0	1	noun	3421	1	selected_noun	
bowl	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		BL	3	0	1	noun	3422	1	selected_noun	
tank	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		TNK	1	0	1	noun	3428	1	selected_noun	
weapons	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		WPNS	3	0	1	noun	3443	1	selected_noun	
pilot	5	1	1	0	0	1	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		PLT	1	1	1	noun	3446	1	selected_noun	
outlet	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		OTLT	1	0	1	noun	3447	1	selected_noun	
winner	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		WNR	1	0	1	noun	3461	1	selected_noun	
episode	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		EPST	1	0	1	noun	3465	1	selected_noun	
dish	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		TX	1	0	1	noun	3468	1	selected_noun	
slot	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		SLT	1	0	1	noun	3487	1	selected_noun	
mirror	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		MRR	1	0	1	noun	3497	1	selected_noun	
kernel	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		KRNL	3	0	1	noun	3504	1	selected_noun	
loop	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		LP	1	0	1	noun	3535	1	selected_noun	
salary	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		SLR	1	0	1	noun	3536	1	selected_noun	
guard	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		KRT	1	0	1	noun	3540	1	selected_noun	
raise	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		RS	1	0	1	noun	3550	1	selected_noun	
avatar	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		AFTR	1	0	1	noun	3552	1	selected_noun	
push	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		PX	1	0	1	noun	3586	1	selected_noun	
chicken	7	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives	1	0		XKN	1	1	1	noun	3604	1	selected_noun	
shower	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		XWR	1	0	1	noun	3607	1	selected_noun	
formula	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		FRML	3	0	1	noun	3629	1	selected_noun	
resorts	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		RSRTS	3	0	1	noun	3658	1	selected_noun	
visitor	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		FSTR	1	0	1	noun	3661	1	selected_noun	
insert	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		INSRT	3	0	1	noun	3664	1	selected_noun	
alumni	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		ALMN	1	0	1	noun	3669	1	selected_noun	
bits	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		BTS	3	0	1	noun	3688	1	selected_noun	
shift	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		XFT	1	0	1	noun	3710	1	selected_noun	
cutting	7	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		KTNK	1	1	1	noun	3716	1	selected_noun	
treat	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		TRT	1	0	1	noun	3757	1	selected_noun	
header	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		HTR	1	0	1	noun	3758	1	selected_noun	
piano	5	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		PN	1	1	1	noun	3762	1	selected_noun	
grid	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		KRT	1	0	1	noun	3765	1	selected_noun	
banner	6	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives	1	0		BNR	1	1	1	noun	3786	1	selected_noun	
pull	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		PL	1	0	1	noun	3809	1	selected_noun	
deposit	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		TPST	1	0	1	noun	3815	1	selected_noun	
folder	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		FLTR	3	0	1	noun	3837	1	selected_noun	
pulse	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		PLS	1	0	1	noun	3842	1	selected_noun	
trailer	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		TRLR	3	0	1	noun	3902	1	selected_noun	
castle	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		KSTL	1	0	1	noun	3904	1	selected_noun	
opera	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		OPR	1	0	1	noun	3947	1	selected_noun	
cinema	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		SNM	1	0	1	noun	3952	1	selected_noun	
scan	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		SKN	1	0	1	noun	3955	1	selected_noun	
blank	5	1	1	0	1	1	1	0	eff,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		BLNK	1	1	1	noun	3960	1	selected_noun	
humor	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		HMR	1	0	1	noun	3970	1	selected_noun	
fabric	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		FBRK	1	0	1	noun	3981	1	selected_noun	
domains	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		TMNS	3	0	1	noun	3986	1	selected_noun	
para	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		PR	3	0	1	noun	3998	1	selected_noun	
plane	5	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		PLN	1	1	1	noun	4009	1	selected_noun	
seed	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		ST	1	0	1	noun	4012	1	selected_noun	
bottle	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		BTL	1	0	1	noun	4029	1	selected_noun	
meat	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		MT	1	0	1	noun	4040	1	selected_noun	
columns	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		KLMNS	3	0	1	noun	4053	1	selected_noun	
captain	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		KPTN	1	0	1	noun	4087	1	selected_noun	
heating	7	1	1	0	0	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		HTNK	1	1	1	noun	4091	1	selected_noun	
taste	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		TST	1	0	1	noun	4102	1	selected_noun	
belt	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		BLT	1	0	1	noun	4120	1	selected_noun	
alarm	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		ALRM	1	0	1	noun	4147	1	selected_noun	
voltage	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		FLTJ	1	0	1	noun	4148	1	selected_noun	
angle	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		ANKL	1	0	1	noun	4156	1	selected_noun	
eagle	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		EKL	1	0	1	noun	4195	1	selected_noun	
nurse	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		NRS	1	0	1	noun	4199	1	selected_noun	
comic	5	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		KMK	1	1	1	noun	4213	1	selected_noun	
crown	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		KRN	1	0	1	noun	4218	1	selected_noun	
maker	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		MKR	1	0	1	noun	4222	1	selected_noun	
crack	5	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		KRK	1	1	1	noun	4223	1	selected_noun	
casinos	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		KSNS	3	0	1	noun	4233	1	selected_noun	
semi	4	1	1	0	0	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		SM	1	1	1	noun	4249	1	selected_noun	
horror	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		HRR	1	0	1	noun	4259	1	selected_noun	
sand	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		SNT	1	0	1	noun	4277	1	selected_noun	
actor	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		AKTR	1	0	1	noun	4287	1	selected_noun	
seal	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SL	3	0	1	noun	4289	1	selected_noun	
citizen	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		STSN	1	0	1	noun	4293	1	selected_noun	
prize	5	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		PRS	1	1	1	noun	4299	1	selected_noun	
streets	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		STRTS	3	0	1	noun	4366	1	selected_noun	
turning	7	1	1	0	0	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		TRNNK	1	1	1	noun	4371	1	selected_noun	
prison	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		PRSN	1	0	1	noun	4389	1	selected_noun	
throw	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		0R	1	0	1	noun	4403	1	selected_noun	
cats	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		KTS	3	0	1	noun	4407	1	selected_noun	
summit	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SMT	3	0	1	noun	4423	1	selected_noun	
escape	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		ESKP	1	0	1	noun	4429	1	selected_noun	
pottery	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		PTR	1	0	1	noun	4485	1	selected_noun	
heights	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		HTS	3	0	1	noun	4503	1	selected_noun	
clinic	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		KLNK	1	0	1	noun	4513	1	selected_noun	
spray	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		SPR	1	0	1	noun	4520	1	selected_noun	
buttons	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		BTNS	3	0	1	noun	4524	1	selected_noun	
yard	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		YRT	1	0	1	noun	4539	1	selected_noun	
tourist	7	1	1	0	0	1	1	0	bip39,english_alpha,google_10000,simple_adjectives	1	0		TRST	1	1	1	noun	4548	1	selected_noun	
mayor	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0		MYR	1	0	1	noun	4551	1	selected_noun	
senator	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		SNTR	1	0	1	noun	4555	1	selected_noun	
yield	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		YLT	1	0	1	noun	4556	1	selected_noun	
kiss	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		KS	1	0	1	noun	4617	1	selected_noun	
beast	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0		BST	1	0	1	noun	4618	1	selected_noun	
targets	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		TRJTS	3	0	1	noun	4622	1	selected_noun	
rush	4	1	1	0	1	1	1	0	eff,english_alpha,google_10000,simple_adjectives	1	0		RX	1	1	1	noun	4639	1	selected_noun	
cluster	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		KLSTR	1	0	1	noun	4643	1	selected_noun	
couples	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		KPLS	3	0	1	noun	4657	1	selected_noun	
vacuum	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		FKM	1	0	1	noun	4726	1	selected_noun	
pioneer	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		PNR	1	0	1	noun	4748	1	selected_noun	
acrobat	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		AKRBT	1	0	1	noun	4751	1	selected_noun	
charity	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		XRT	1	0	1	noun	4765	1	selected_noun	
wake	4	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		WK	1	0	1	noun	4773	1	selected_noun	
enemy	5	1	1	0	0	1	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		ENM	1	1	1	noun	4783	1	selected_noun	
puzzle	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		PSL	1	0	1	noun	4784	1	selected_noun	
flood	5	1	1	0	0	1	1	0	english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		FLT	1	1	1	noun	4816	1	selected_noun	
arena	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		ARN	1	0	1	noun	4822	1	selected_noun	
tabs	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		TBS	3	0	1	noun	4827	1	selected_noun	
jerry	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0		JR	2	0	1	noun	4839	1	selected_noun	
cooling	7	1	1	0	0	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		KLNK	1	1	1	noun	4853	1	selected_noun	
gulf	4	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		KLF	1	0	1	noun	4855	1	selected_noun	
shopper	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		XPR	1	0	1	noun	4863	1	selected_noun	
deputy	6	1	1	0	0	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives	1	0		TPT	1	1	1	noun	4879	1	selected_noun	
mill	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		ML	3	0	1	noun	4897	1	selected_noun	
finger	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		FNJR	1	0	1	noun	4907	1	selected_noun	
pension	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		PNXN	1	0	1	noun	4935	1	selected_noun	
legacy	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		LKS	1	0	1	noun	5009	1	selected_noun	
danger	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		TNJR	1	0	1	noun	5012	1	selected_noun	
